code,name,time,netProfit ,netProfit Growth,eps,epsGrowth,interestRates,PE,dividendYield,payoutRatio,netAssetValue,currency,rate,year,month
00131,卓能（集團）,2019-06-01,573.0,-5.56,0.99,-10.0,0.225,2.44,9.3,22.73,11.1456,港元,1.0,2019,6
00132,中國興業控股,2015-12-01,6.0,-92.88,0.0034,-94.53,0.0,179.41,0.0,0.0,0.5691,港元,1.0,2015,12
00132,中國興業控股,2016-12-01,-4.0,-92.88,-0.0025,-94.53,0.0,-244.0,0.0,0.0,0.5439,港元,1.0,2016,12
00132,中國興業控股,2017-12-01,31.0,-92.88,0.0183,-94.53,0.0,21.86,0.0,0.0,0.5958,港元,1.0,2017,12
00132,中國興業控股,2018-12-01,42.0,35.56,0.0248,35.52,0.0,8.43,0.0,0.0,0.58,港元,1.0,2018,12
00132,中國興業控股,2019-12-01,68.0,61.11,0.0399,60.89,0.0,5.01,0.0,0.0,0.58,港元,1.0,2019,12
00133,招商局中國基金s,2015-12-01,358.0,-68.91,2.3562,-68.87,1.1626,4.97,9.92,49.34,32.3246,港元,7.7505,2015,12
00133,招商局中國基金s,2016-12-01,-121.0,-68.91,-0.7909,-68.87,0.4652,-17.73,3.32,-58.82,28.5719,港元,7.754,2016,12
00133,招商局中國基金s,2017-12-01,921.0,-68.91,6.048,-68.87,0.4688,1.77,4.37,7.75,36.1955,港元,7.814,2017,12
00133,招商局中國基金s,2018-12-01,-682.0,-68.91,-4.4732,-68.87,1.3318,-1.97,15.15,-29.77,29.5732,港元,7.834,2018,12
00133,招商局中國基金s,2019-12-01,793.0,-68.91,5.2017,-68.87,0.5451,1.72,6.1,10.48,33.1783,港元,7.787000000000001,2019,12
00135,昆侖能源s,2015-12-01,1491.0,-73.42,0.185,-73.39,0.06,38.43,0.84,32.43,7.6513,港元,1.0,2015,12
00135,昆侖能源s,2016-12-01,659.0,-55.8,0.0816,-55.89,0.074,90.2,1.01,90.69,5.0707,港元,1.0,2016,12
00135,昆侖能源s,2017-12-01,5707.0,765.97,0.707,766.41,0.2518,12.69,2.81,35.61,5.9447,港元,1.1989,2017,12
00135,昆侖能源s,2018-12-01,5276.0,-7.54,0.6537,-7.54,0.2619,5.23,7.66,40.06,6.0236,港元,1.1386,2018,12
00135,昆侖能源s,2019-12-01,6203.0,17.57,0.7455,14.05,0.2939,6.21,6.35,39.42,6.4513,港元,1.1175,2019,12
00136,恒騰網絡s,2015-12-01,-228.0,17.57,-0.0029,14.05,0.0,-50.69,0.0,0.0,0.0099,港元,1.0,2015,12
00136,恒騰網絡s,2018-12-01,142.0,22.88,0.0018,23.82,0.0,40.36,0.0,0.0,0.0159,港元,1.1386,2018,12
00136,恒騰網絡s,2019-12-01,101.0,-29.0,0.0012,-28.98,0.0,57.63,0.0,0.0,0.0171,港元,1.1175,2019,12
00137,金輝集團,2015-12-01,-1683.0,-343.03,-3.174,-343.3,0.0,-0.34,0.0,0.0,3.7327,港元,1.0,2015,12
00137,金輝集團,2016-12-01,-805.0,52.15,-1.519,52.14,0.0,-0.68,0.0,0.0,2.2137,港元,1.0,2016,12
00137,金輝集團,2017-12-01,-14.0,98.31,-0.026,98.29,0.0,-32.69,0.0,0.0,2.2207,港元,1.0,2017,12
00137,金輝集團,2018-12-01,48.0,98.31,0.091,98.29,0.0,7.69,0.0,0.0,2.3118,港元,1.0,2018,12
00137,金輝集團,2019-12-01,-3.0,98.31,-0.007,98.29,0.0,-75.71,0.0,0.0,2.2924,港元,1.0,2019,12
00138,中建富通,2015-12-01,369.0,3.07,0.44,-13.73,0.065,2.43,6.07,14.77,3.4431,港元,1.0,2015,12
00138,中建富通,2016-12-01,303.0,-17.89,0.36,-18.18,0.07,2.72,7.14,19.44,3.6236,港元,1.0,2016,12
00138,中建富通,2017-12-01,181.0,-40.26,0.21,-41.67,0.07,3.57,9.33,33.33,3.8052,港元,1.0,2017,12
00138,中建富通,2018-12-01,34.0,-81.22,0.04,-80.95,0.035,6.5,13.46,87.5,3.3848,港元,1.0,2018,12
00138,中建富通,2019-12-01,-141.0,-81.22,-0.16,-80.95,0.0,-1.88,0.0,0.0,3.3848,港元,1.0,2019,12
00139,中達集團控股,2016-03-01,-1253.0,1.07,-0.18,83.64,0.0,-1.08,0.0,0.0,0.1099,港元,1.0,2016,3
00139,中達集團控股,2017-03-01,-156.0,87.51,-0.02,88.89,0.0,-6.35,0.0,0.0,0.1467,港元,1.0,2017,3
00139,中達集團控股,2017-12-01,369.0,87.51,0.03,88.89,0.0,1.83,0.0,0.0,0.2142,港元,1.0,2017,12
00139,中達集團控股,2018-12-01,-67.0,87.51,-0.0048,88.89,0.0,-7.5,0.0,0.0,0.1256,港元,1.0,2018,12
00139,中達集團控股,2019-12-01,208.0,87.51,0.0142,88.89,0.0,1.55,0.0,0.0,0.0826,港元,1.0,2019,12
00141,天禧海嘉控股,2015-12-01,2.0,-99.05,0.0063,-99.05,0.0,366.67,0.0,0.0,5.868,港元,1.0,2015,12
00141,天禧海嘉控股,2017-12-01,47.0,-21.95,0.1508,-33.89,0.0,5.97,0.0,0.0,1.8264,港元,1.0,2017,12
00141,天禧海嘉控股,2018-12-01,-7.0,-21.95,-0.0194,-33.89,0.0,-23.71,0.0,0.0,1.7422,港元,1.0,2018,12
00141,天禧海嘉控股,2019-12-01,-5.0,22.79,-0.015,22.68,0.0,-25.33,0.0,0.0,1.7422,港元,1.0,2019,12
00142,第一太平s,2015-12-01,625.0,-0.55,0.1465,-0.06,0.1349,41.09,2.24,92.06,5.5751,港元,7.751,2015,12
00142,第一太平s,2016-12-01,800.0,28.09,0.1876,28.09,0.1349,24.09,2.98,71.9,5.6357,港元,7.754,2016,12
00142,第一太平s,2017-12-01,945.0,18.06,0.2188,16.6,0.136,13.16,4.72,62.14,5.8076,港元,7.814,2017,12
00142,第一太平s,2018-12-01,1033.0,9.29,0.2382,8.85,0.135,5.46,10.38,56.69,5.5636,港元,7.834,2018,12
00142,第一太平s,2019-12-01,-1977.0,9.29,-0.4555,8.85,0.1347,-3.38,8.75,-29.57,5.5636,港元,7.787000000000001,2019,12
00143,國安國際,2015-09-01,-23.0,-45.98,-0.005,-66.67,0.0,-58.0,0.0,0.0,0.0045,港元,1.0,2015,9
00143,國安國際,2016-09-01,-25.0,-8.37,-0.0045,10.0,0.0,-58.89,0.0,0.0,-0.0004,港元,1.0,2016,9
00143,國安國際,2017-12-01,-46.0,-8.37,-0.0068,10.0,0.0,-17.5,0.0,0.0,0.0489,港元,1.0,2017,12
00143,國安國際,2018-12-01,-44.0,4.8,-0.0056,17.65,0.0,-10.71,0.0,0.0,0.0445,港元,1.0,2018,12
00143,國安國際,2019-12-01,-45.0,-3.95,-0.0059,-5.36,0.0,-12.2,0.0,0.0,0.0445,港元,1.0,2019,12
00144,招商局港口s,2015-12-01,4808.0,6.23,1.5507,-2.72,0.77,14.38,3.45,49.65,26.4854,港元,1.0,2015,12
00144,招商局港口s,2016-12-01,5494.0,14.27,1.7558,13.23,0.87,9.85,5.03,49.55,25.1008,港元,1.0,2016,12
00144,招商局港口s,2017-12-01,6028.0,9.72,1.839,4.74,2.16,8.94,13.14,117.46,22.4086,港元,1.0,2017,12
00144,招商局港口s,2018-12-01,7245.0,20.19,2.1954,19.38,0.95,3.94,10.97,43.27,22.6199,港元,1.0,2018,12
00144,招商局港口s,2019-12-01,8362.0,15.42,2.4784,12.89,0.8,3.64,8.87,32.28,22.6199,港元,1.0,2019,12
00145,香港建屋貸款,2015-12-01,-815.0,-235.06,-0.5233,-76.85,0.0,-0.55,0.0,0.0,0.394,港元,1.0,2015,12
00145,香港建屋貸款,2016-12-01,-202.0,75.24,-0.1051,79.92,0.0,-0.96,0.0,0.0,0.2884,港元,1.0,2016,12
00145,香港建屋貸款,2017-12-01,-193.0,4.31,-0.0845,19.6,0.0,-0.8,0.0,0.0,0.2176,港元,1.0,2017,12
00145,香港建屋貸款,2018-12-01,-1372.0,-609.89,-0.5947,-603.79,0.0,-0.09,0.0,0.0,-0.382,港元,1.0,2018,12
00145,香港建屋貸款,2019-12-01,-107.0,92.19,-0.0418,92.97,0.0,-1.34,0.0,0.0,-0.382,港元,1.0,2019,12
00146,太平地氈國際,2014-12-01,24.0,-49.06,0.1123,-49.07,0.52,17.54,26.4,463.05,3.7317,港元,1.0,2014,12
00146,太平地氈國際,2015-12-01,19.0,-20.45,0.0893,-20.48,0.03,24.52,1.37,33.59,3.4729,港元,1.0,2015,12
00146,太平地氈國際,2016-12-01,-33.0,-20.45,-0.1573,-20.48,0.03,-9.98,1.91,-19.07,3.2163,港元,1.0,2016,12
00146,太平地氈國際,2017-12-01,194.0,-20.45,0.9155,-20.48,1.7,1.66,111.84,185.69,2.2822,港元,1.0,2017,12
00146,太平地氈國際,2018-12-01,-34.0,-20.45,-0.1609,-20.48,0.0,-7.27,0.0,0.0,2.067,港元,1.0,2018,12
00147,國際商業結算s,2015-03-01,-224.0,-409.47,-0.0118,-413.04,0.0,-46.61,0.0,0.0,0.0002,港元,1.0,2015,3
00147,國際商業結算s,2016-03-01,-161.0,27.99,-0.0085,27.97,0.0,-138.82,0.0,0.0,-0.0081,港元,1.0,2016,3
00147,國際商業結算s,2017-03-01,-78.0,51.31,-0.004,52.94,0.0,-62.5,0.0,0.0,0.0671,港元,1.0,2017,3
00147,國際商業結算s,2018-03-01,-68.0,13.8,-0.0033,17.5,0.0,-35.76,0.0,0.0,0.0647,港元,1.0,2018,3
00147,國際商業結算s,2019-03-01,-218.0,-222.26,-0.0107,-224.24,0.0,-14.39,0.0,0.0,0.0531,港元,1.0,2019,3
00148,建滔集團s,2015-12-01,1650.0,-34.94,1.609,-34.94,0.5,17.71,1.75,31.08,34.3664,港元,1.0,2015,12
00148,建滔集團s,2016-12-01,5027.0,204.6,4.889,203.85,1.3,8.46,3.14,26.59,36.197,港元,1.0,2016,12
00148,建滔集團s,2017-12-01,5593.0,11.27,5.363,9.7,1.6,5.19,5.75,29.83,43.1707,港元,1.0,2017,12
00148,建滔集團s,2018-12-01,6076.0,8.62,5.692,6.13,1.8,3.06,10.34,31.62,43.6993,港元,1.0,2018,12
00148,建滔集團s,2019-12-01,3094.0,-49.07,2.85,-49.93,1.38,6.55,7.39,48.42,43.6993,港元,1.0,2019,12
00149,中國農產品交易,2014-12-01,-340.0,-49.07,-0.31,-49.93,0.0,-1.45,0.0,0.0,0.8255,港元,1.0,2014,12
00149,中國農產品交易,2015-12-01,-489.0,-43.68,-1.65,-432.26,0.0,-0.32,0.0,0.0,2.8822,港元,1.0,2015,12
00149,中國農產品交易,2016-12-01,-741.0,-51.5,-0.63,61.82,0.0,-0.13,0.0,0.0,0.6925,港元,1.0,2016,12
00149,中國農產品交易,2017-12-01,-341.0,53.98,-0.18,71.43,0.0,-0.24,0.0,0.0,0.1596,港元,1.0,2017,12
00149,中國農產品交易,2018-12-01,-213.0,37.65,-0.02,88.89,0.0,-3.3,0.0,0.0,0.1215,港元,1.0,2018,12
00150,Hypebeast,2015-03-01,9.0,-12.14,0.0,88.89,0.0,-3.3,0.0,0.0,0.1215,港元,1.0,2015,3
00150,Hypebeast,2016-03-01,4.0,-53.44,0.0026,88.89,0.0,0.0,0.0,0.0,257.51,港元,1.0,2016,3
00150,Hypebeast,2017-03-01,23.0,452.78,0.0117,350.0,0.0,0.0,0.0,0.0,0.0472,港元,1.0,2017,3
00150,Hypebeast,2018-03-01,45.0,93.83,0.0226,93.16,0.0,0.0,0.0,0.0,0.0706,港元,1.0,2018,3
00150,Hypebeast,2019-03-01,62.0,36.81,0.0309,36.73,0.0024,0.0,0.0,7.83,0.103,港元,1.0,2019,3
00151,中國旺旺s,2014-12-01,4812.0,-9.7,0.3645,-9.59,0.1877,14.9,3.46,51.49,1.2048,港元,7.7555,2014,12
00151,中國旺旺s,2015-12-01,4202.0,-12.69,0.3209,-11.97,0.1442,16.05,2.8,44.93,1.1243,港元,7.751,2015,12
00151,中國旺旺s,2016-12-01,3911.0,-6.92,0.3078,-4.07,0.1372,24.14,1.85,44.59,1.0888,港元,1.11125,2016,12
00151,中國旺旺s,2018-03-01,4827.0,-6.92,0.3861,-4.07,0.2441,14.94,4.23,63.21,1.4543,港元,1.24965,2018,3
00151,中國旺旺s,2019-03-01,4058.0,-15.93,0.326,-15.58,0.2684,17.27,4.77,82.34,1.4374,港元,1.1672,2019,3
00152,深圳國際s,2015-12-01,2198.0,-1.38,1.16,-10.77,0.5,10.69,4.03,43.1,9.5629,港元,1.0,2015,12
00152,深圳國際s,2016-12-01,2116.0,-3.76,1.1,-5.17,0.43,15.71,2.49,39.09,9.5184,港元,1.0,2016,12
00152,深圳國際s,2017-12-01,3817.0,80.4,1.92,74.55,1.0,8.47,6.15,52.08,11.7934,港元,1.0,2017,12
00152,深圳國際s,2018-12-01,4213.0,10.37,2.03,5.73,1.06,5.77,9.04,52.22,13.2074,港元,1.0,2018,12
00152,深圳國際s,2019-12-01,5021.0,19.18,2.34,15.27,1.17,6.07,8.24,50.0,14.0089,港元,1.0,2019,12
00153,中國賽特,2015-12-01,383.0,-0.82,0.2062,-14.66,0.0188,2.23,4.09,9.13,1.1455,港元,1.1761,2015,12
00153,中國賽特,2016-12-01,320.0,-16.42,0.157,-23.84,0.0,3.38,0.0,0.0,1.1578,港元,1.11125,2016,12
00153,中國賽特,2017-12-01,272.0,-14.97,0.1171,-25.4,0.0,3.16,0.0,0.0,1.3418,港元,1.1989,2017,12
00153,中國賽特,2018-12-01,158.0,-41.89,0.0679,-42.07,0.0,1.3,0.0,0.0,1.286,港元,1.1386,2018,12
00153,中國賽特,2019-12-01,121.0,-23.58,0.0447,-34.13,0.0,2.82,0.0,0.0,1.1091,港元,1.1175,2019,12
00154,北京控股環境集團,2016-12-01,130.0,56.22,0.0867,55.94,0.0,11.19,0.0,0.0,1.4244,港元,1.0,2016,12
00154,北京控股環境集團,2017-12-01,190.0,46.28,0.1268,46.25,0.0,6.15,0.0,0.0,1.7017,港元,1.0,2017,12
00154,北京控股環境集團,2018-12-01,265.0,39.25,0.1766,39.27,0.0,2.49,0.0,0.0,1.7699,港元,1.0,2018,12
00154,北京控股環境集團,2019-12-01,222.0,-16.14,0.1481,-16.14,0.0,2.97,0.0,0.0,1.7699,港元,1.0,2019,12
00155,中國源暢,2009-03-01,-44.0,79.37,-0.0085,80.14,0.0,-13.76,0.0,0.0,0.0573,港元,1.0,2009,3
00155,中國源暢,2010-03-01,-92.0,-107.7,-0.0146,-71.76,0.0,-6.85,0.0,0.0,0.0606,港元,1.0,2010,3
00155,中國源暢,2011-03-01,-197.0,-113.82,-0.0273,-86.99,0.0,-1.06,0.0,0.0,0.0594,港元,1.0,2011,3
00155,中國源暢,2012-03-01,-247.0,-25.54,-0.0218,20.15,0.0,-10.28,0.0,0.0,0.0597,港元,1.0,2012,3
00155,中國源暢,2013-03-01,-137.0,44.69,-0.0103,52.75,0.0,-17.48,0.0,0.0,0.0494,港元,1.0,2013,3
00156,力寶華潤,2015-03-01,399.0,220.91,0.0435,222.22,0.0165,4.92,7.71,37.93,0.4684,港元,1.0,2015,3
00156,力寶華潤,2016-03-01,-309.0,220.91,-0.0337,222.22,0.0095,-8.01,3.52,-28.19,0.416,港元,1.0,2016,3
00156,力寶華潤,2017-03-01,388.0,220.91,0.0422,222.22,0.0095,4.98,4.52,22.51,0.4468,港元,1.0,2017,3
00156,力寶華潤,2018-03-01,-122.0,220.91,-0.0133,222.22,0.007,-10.9,4.83,-52.63,0.44,港元,1.0,2018,3
00156,力寶華潤,2019-03-01,-78.0,36.06,-0.0085,36.09,0.027,-18.71,16.98,-317.65,0.4254,港元,1.0,2019,3
00157,自然美,2015-12-01,137.0,91.42,0.068,88.89,0.0684,12.5,8.05,100.59,0.3659,港元,1.0,2015,12
00157,自然美,2016-12-01,148.0,8.46,0.074,8.82,0.1237,7.97,20.97,167.16,0.327,港元,1.0,2016,12
00157,自然美,2017-12-01,105.0,-28.99,0.053,-28.38,0.056,13.21,8.0,105.66,0.325,港元,1.0,2017,12
00157,自然美,2018-12-01,26.0,-75.08,0.013,-75.47,0.0145,50.0,2.23,111.54,0.2756,港元,1.0,2018,12
00157,自然美,2019-12-01,30.0,13.53,0.015,15.38,0.0,43.33,0.0,0.0,0.2756,港元,1.0,2019,12
00158,萬邦投資s,2016-09-01,281.0,-49.79,11.26,-49.8,4.8,16.27,2.62,42.63,249.9311,港元,1.0,2016,9
00158,萬邦投資s,2017-09-01,1515.0,438.37,60.62,438.37,5.0,3.13,2.63,8.25,304.4652,港元,1.0,2017,9
00158,萬邦投資s,2018-09-01,2299.0,51.68,91.94,51.67,5.1,2.18,2.55,5.55,392.2579,港元,1.0,2018,9
00158,萬邦投資s,2019-09-01,-549.0,51.68,-21.95,51.67,5.1,-8.34,2.79,-23.23,367.5767,港元,1.0,2019,9
00159,布萊克萬礦業,2015-06-01,-1237.0,-497.08,-0.1475,-476.17,0.0,-0.73,0.0,0.0,0.1377,港元,1.0,2015,6
00159,布萊克萬礦業,2016-06-01,-627.0,49.28,-0.0748,49.29,0.0,-1.55,0.0,0.0,0.0582,港元,1.0,2016,6
00159,布萊克萬礦業,2017-06-01,-38.0,93.89,-0.0046,93.85,0.0,-39.13,0.0,0.0,0.0554,港元,1.0,2017,6
00159,布萊克萬礦業,2018-06-01,108.0,93.89,0.0127,93.85,0.0,11.81,0.0,0.0,0.0638,港元,1.0,2018,6
00159,布萊克萬礦業,2019-06-01,68.0,-37.47,0.0074,-41.73,0.0,17.57,0.0,0.0,0.0685,港元,1.0,2019,6
00160,漢國置業,2015-03-01,1898.0,334.58,2.63,216.87,0.125,1.14,4.17,4.75,10.7133,港元,1.0,2015,3
00160,漢國置業,2016-03-01,460.0,-75.76,0.64,-75.67,0.125,6.56,2.98,19.53,10.8444,港元,1.0,2016,3
00160,漢國置業,2017-03-01,585.0,27.12,0.81,26.56,0.125,5.68,2.72,15.43,10.8781,港元,1.0,2017,3
00160,漢國置業,2018-03-01,2980.0,409.49,4.14,411.11,0.175,0.97,4.38,4.23,15.7852,港元,1.0,2018,3
00160,漢國置業,2019-03-01,1159.0,-61.12,1.61,-61.11,0.125,1.47,5.3,7.76,16.4821,港元,1.0,2019,3
00162,世紀金花,2014-12-01,120.0,-72.92,0.052,-72.92,0.0,11.54,0.0,0.0,4.8197,港元,1.0,2014,12
00162,世紀金花,2016-03-01,27.0,-72.92,0.012,-72.92,0.0,31.25,0.0,0.0,4.6307,港元,1.0,2016,3
00162,世紀金花,2017-03-01,-398.0,-72.92,-0.1716,-72.92,0.0,-1.72,0.0,0.0,4.1325,港元,1.12885,2017,3
00162,世紀金花,2018-03-01,34.0,-72.92,0.015,-72.92,0.0,17.67,0.0,0.0,4.6567,港元,1.24965,2018,3
00162,世紀金花,2019-03-01,-305.0,-72.92,-0.1319,-72.92,0.0,-1.02,0.0,0.0,1.9856,港元,1.1672,2019,3
00163,英皇國際s,2015-03-01,898.0,-51.67,0.24,-52.94,0.11,6.79,6.75,45.83,6.9609,港元,1.0,2015,3
00163,英皇國際s,2016-03-01,-2391.0,-51.67,-0.65,-52.94,0.1,-4.02,3.83,-15.38,6.1869,港元,1.0,2016,3
00163,英皇國際s,2017-03-01,3483.0,-51.67,0.95,-52.94,0.103,2.62,4.14,10.84,6.9466,港元,1.0,2017,3
00163,英皇國際s,2018-03-01,3372.0,-3.2,0.92,-3.16,0.108,2.33,5.05,11.74,8.0095,港元,1.0,2018,3
00163,英皇國際s,2019-03-01,3136.0,-6.98,0.85,-7.61,0.11,1.72,7.53,12.94,8.6566,港元,1.0,2019,3
00164,中國寶力科技,2015-03-01,-68.0,-31.92,-0.0107,0.93,0.0,-20.65,0.0,0.0,0.0307,港元,1.0,2015,3
00164,中國寶力科技,2016-03-01,-77.0,-13.55,-0.0103,3.74,0.0,-20.39,0.0,0.0,0.0233,港元,1.0,2016,3
00164,中國寶力科技,2017-03-01,-379.0,-391.24,-0.0123,-19.42,0.0,-5.37,0.0,0.0,0.0303,港元,1.0,2017,3
00164,中國寶力科技,2018-03-01,-295.0,22.24,-0.0854,-594.31,0.0,-1.16,0.0,0.0,0.0252,港元,1.0,2018,3
00164,中國寶力科技,2019-03-01,-1298.0,-340.84,-0.3629,-324.94,0.0,-0.27,0.0,0.0,-0.097,港元,1.0,2019,3
00165,中國光大控股s,2015-12-01,5144.0,100.96,3.052,101.59,0.75,5.5,4.46,24.57,23.3592,港元,1.0,2015,12
00165,中國光大控股s,2016-12-01,4074.0,-20.79,2.418,-20.77,0.75,6.89,4.5,31.02,22.0795,港元,1.0,2016,12
00165,中國光大控股s,2017-12-01,4148.0,1.82,2.461,1.78,0.85,6.42,5.38,34.54,24.1331,港元,1.0,2017,12
00165,中國光大控股s,2018-12-01,3104.0,-25.18,1.842,-25.15,0.66,5.56,6.45,35.83,23.6514,港元,1.0,2018,12
00165,中國光大控股s,2019-12-01,2237.0,-27.92,1.327,-27.96,0.48,8.26,4.38,36.17,24.6796,港元,1.0,2019,12
00166,新時代能源,2015-12-01,-1666.0,-1283.38,-0.7466,-710.64,0.0,-0.4,0.0,0.0,0.9177,港元,1.0,2015,12
00166,新時代能源,2016-12-01,-123.0,92.6,-0.0309,95.86,0.0,-5.73,0.0,0.0,0.4568,港元,1.0,2016,12
00166,新時代能源,2017-12-01,102.0,92.6,0.0126,95.86,0.0,8.33,0.0,0.0,0.3966,港元,1.0,2017,12
00166,新時代能源,2018-12-01,-257.0,92.6,-0.0291,95.86,0.0,-1.37,0.0,0.0,0.3573,港元,1.0,2018,12
00166,新時代能源,2019-12-01,-2290.0,-790.33,-0.2615,-798.63,0.0,-0.16,0.0,0.0,0.3573,港元,1.0,2019,12
00167,萬威國際,2015-12-01,-86.0,-790.33,-0.0332,-798.63,0.0,-7.83,0.0,0.0,0.1275,港元,1.0,2015,12
00167,萬威國際,2016-12-01,-64.0,25.75,-0.0246,25.9,0.0,-7.72,0.0,0.0,0.1036,港元,1.0,2016,12
00167,萬威國際,2017-12-01,-86.0,-33.91,-0.033,-34.15,0.0,-2.24,0.0,0.0,0.0691,港元,1.0,2017,12
00167,萬威國際,2018-12-01,-216.0,-151.58,-0.0829,-151.21,0.0,-0.27,0.0,0.0,-0.0166,港元,1.0,2018,12
00167,萬威國際,2019-12-01,-63.0,70.59,-0.0244,70.57,0.0,-0.86,0.0,0.0,-0.0166,港元,1.0,2019,12
00168,青島啤酒股份s,2015-12-01,2015.0,-18.87,1.4913,-18.87,0.4587,23.3,1.32,30.76,14.3276,港元,1.1761,2015,12
00168,青島啤酒股份s,2016-12-01,1160.0,-42.45,0.8579,-42.47,0.3889,47.5,0.95,45.34,13.419,港元,1.11125,2016,12
00168,青島啤酒股份s,2017-12-01,1514.0,30.59,1.121,30.67,0.5035,35.1,1.28,44.92,15.2152,港元,1.1989,2017,12
00168,青島啤酒股份s,2018-12-01,1619.0,6.94,1.1989,6.96,0.5465,32.74,1.39,45.58,15.1454,港元,1.1386,2018,12
00168,青島啤酒股份s,2019-12-01,2070.0,27.81,1.5321,27.79,0.6146,28.78,1.39,40.12,15.1454,港元,1.1175,2019,12
00169,萬達酒店發展,2015-12-01,-263.0,-49.24,-0.056,-30.23,0.0,-13.57,0.0,0.0,0.466,港元,1.0,2015,12
00169,萬達酒店發展,2016-12-01,-61.0,76.91,-0.013,76.79,0.0,-90.77,0.0,0.0,0.4222,港元,1.0,2016,12
00169,萬達酒店發展,2017-12-01,-285.0,-370.53,-0.061,-369.23,0.0,-12.95,0.0,0.0,0.5153,港元,1.0,2017,12
00169,萬達酒店發展,2018-12-01,767.0,-370.53,0.163,-369.23,0.0,1.78,0.0,0.0,0.4726,港元,1.0,2018,12
00169,萬達酒店發展,2019-12-01,-150.0,-370.53,-0.032,-369.23,0.0,-9.22,0.0,0.0,0.4091,港元,1.0,2019,12
00171,銀建國際控股s,2015-12-01,-66.0,-370.53,-0.029,-369.23,0.0,-37.93,0.0,0.0,2.946,港元,1.0,2015,12
00171,銀建國際控股s,2016-12-01,-35.0,46.6,-0.0152,47.59,0.0,-111.84,0.0,0.0,2.7581,港元,1.0,2016,12
00171,銀建國際控股s,2017-12-01,260.0,46.6,0.1129,47.59,0.0,14.17,0.0,0.0,3.0819,港元,1.0,2017,12
00171,銀建國際控股s,2018-12-01,-49.0,46.6,-0.0214,47.59,0.0,-48.6,0.0,0.0,2.9281,港元,1.0,2018,12
00171,銀建國際控股s,2019-12-01,56.0,46.6,0.0242,47.59,0.0,43.8,0.0,0.0,2.9281,港元,1.0,2019,12
00172,金榜集團,2014-03-01,136.0,13.17,0.0494,13.04,0.015,8.2,3.7,30.36,0.8205,港元,1.0,2014,3
00172,金榜集團,2015-03-01,118.0,-12.87,0.0431,-12.75,0.015,6.61,5.26,34.8,0.85,港元,1.0,2015,3
00172,金榜集團,2016-03-01,124.0,5.3,0.0451,4.64,0.015,4.21,7.89,33.26,0.8417,港元,1.0,2016,3
00172,金榜集團,2017-03-01,-1423.0,5.3,-0.5152,4.64,0.0,-0.3,0.0,0.0,0.2698,港元,1.0,2017,3
00172,金榜集團,2018-03-01,-308.0,78.38,-0.1114,78.38,0.0,-0.72,0.0,0.0,0.185,港元,1.0,2018,3
00173,嘉華國際s,2015-12-01,1367.0,-25.31,0.4813,-26.73,0.17,10.43,3.39,35.32,7.686,港元,1.0,2015,12
00173,嘉華國際s,2016-12-01,3182.0,132.81,1.0762,123.6,0.18,5.02,3.33,16.73,8.5769,港元,1.0,2016,12
00173,嘉華國際s,2017-12-01,3906.0,22.76,1.2818,19.1,0.18,3.32,4.24,14.04,11.4558,港元,1.0,2017,12
00173,嘉華國際s,2018-12-01,4046.0,3.59,1.2951,1.04,0.2,2.43,6.35,15.44,11.4055,港元,1.0,2018,12
00173,嘉華國際s,2019-12-01,3150.0,-22.16,1.0079,-22.18,0.2,3.39,5.85,19.84,11.4055,港元,1.0,2019,12
00174,盛洋投資,2015-12-01,-1135.0,-683.8,-2.52,-675.86,0.0,-0.42,0.0,0.0,8.7726,港元,1.0,2015,12
00174,盛洋投資,2016-12-01,-253.0,77.68,-0.56,77.78,0.0,-2.11,0.0,0.0,8.5017,港元,1.0,2016,12
00174,盛洋投資,2017-12-01,-87.0,65.66,-0.19,66.07,0.0,-5.16,0.0,0.0,12.1414,港元,1.0,2017,12
00174,盛洋投資,2018-12-01,12.0,65.66,0.03,66.07,0.0,16.33,0.0,0.0,12.2489,港元,1.0,2018,12
00174,盛洋投資,2019-12-01,-95.0,65.66,-0.21,66.07,0.0,-2.48,0.0,0.0,12.0651,港元,1.0,2019,12
00175,吉利汽車s,2015-12-01,2659.0,48.92,0.302,48.94,0.038,37.48,0.34,12.58,2.6087,港元,1.1761,2015,12
00175,吉利汽車s,2016-12-01,5681.0,113.69,0.6445,113.4,0.12,36.85,0.51,18.62,3.0571,港元,1.11125,2016,12
00175,吉利汽車s,2017-12-01,12749.0,124.4,1.4267,121.36,0.29,9.88,2.06,20.33,4.6065,港元,1.1989,2017,12
00175,吉利汽車s,2018-12-01,14293.0,12.11,1.594,11.73,0.35,7.38,2.98,21.96,5.6976,港元,1.1386,2018,12
00175,吉利汽車s,2019-12-01,9152.0,-35.97,1.0058,-36.91,0.25,11.35,2.19,24.86,6.2199,港元,1.1175,2019,12
00176,先機企業集團,2015-12-01,-9.0,-35.97,-0.0075,-36.91,0.0,-81.33,0.0,0.0,0.3484,港元,1.0,2015,12
00176,先機企業集團,2016-12-01,3.0,-35.97,0.0026,-36.91,0.0,146.15,0.0,0.0,0.3566,港元,1.0,2016,12
00176,先機企業集團,2019-12-01,-99.0,43.06,-0.0488,43.12,0.0,-4.1,0.0,0.0,0.3531,港元,1.0,2019,12
